Ticket_ID,Customer_ID,Ticket_Date,Issue_Category,Product_Category,Priority,Status,Assigned_Agent,Response_Time_Hours,Resolution_Time_Hours,Customer_Satisfaction_Rating,Region,Channel,Escalated
TCK108579,CUST42666,2024-05-21 13:11:45,Delivery Delay,Books & Media,Medium,Closed,Pooja Desai,0.48,10.72,4.0,West,Chat,No
TCK108089,CUST36335,2024-04-17 01:06:24,Warranty Claim,Books & Media,Low,Resolved,Neha Gupta,1.21,8.03,5.0,East,Email,No
TCK100675,CUST14880,2024-03-13 14:44:52,Product Defect,Home Appliances,Low,Closed,Aarav Sharma,1.05,23.14,4.0,West,Email,No
TCK109234,CUST19255,2024-01-20 13:22:34,Product Defect,Home Appliances,High,Resolved,Ishita Kapoor,0.54,4.82,3.0,North,Phone,Yes
TCK107012,CUST23579,2024-03-08 03:44:17,Product Defect,Books & Media,Low,Resolved,Arjun Malhotra,1.16,0.91,5.0,South,Phone,No
TCK108919,CUST48704,2024-07-04 13:55:00,Billing Issue,Software/Subscription,High,Resolved,Ishita Kapoor,0.19,7.64,3.0,East,Phone,No
TCK103842,CUST26251,2024-06-21 12:18:34,Refund Request,Furniture,Medium,Closed,Vikram Rao,2.87,6.52,3.0,Central,Chat,No
TCK101816,CUST37558,2024-06-08 07:53:15,Payment Failure,Electronics,Medium,Closed,Aarav Sharma,1.58,36.85,2.0,Central,Email,No
TCK110090,CUST47196,2024-06-14 19:02:09,Payment Failure,Furniture,Low,Closed,Rahul Joshi,0.81,18.79,4.0,East,Phone,No
TCK111923,CUST16580,2024-02-24 15:28:52,Delivery Delay,Electronics,Low,Closed,Pooja Desai,0.15,23.72,3.0,West,Phone,No
TCK102101,CUST11554,2024-06-19 07:18:47,Payment Failure,Electronics,Low,Closed,Arjun Malhotra,0.7,13.81,3.0,East,Phone,No
TCK111268,CUST26534,2024-05-23 17:05:18,Account Access,Software/Subscription,Low,Closed,Manish Kumar,0.14,17.84,4.0,East,Chat,No
TCK106709,CUST21006,2024-11-25 09:40:04,Payment Failure,Electronics,Low,Closed,Divya Menon,0.68,17.96,3.0,South,Web,No
TCK101674,CUST41257,2024-08-15 17:15:16,Billing Issue,Software/Subscription,Medium,Closed,Rohan Mehta,4.66,0.58,3.0,South,Web,No
TCK104214,CUST11676,2024-06-08 21:15:55,Feature Request,Fashion,Low,Closed,Sneha Reddy,0.47,4.54,5.0,South,Phone,No
TCK108831,CUST38097,2024-08-12 22:00:23,Refund Request,Software/Subscription,Low,Resolved,Vikram Rao,6.09,6.83,3.0,South,Email,No
TCK101549,CUST19387,2024-07-27 02:59:25,Delivery Delay,Home Appliances,Medium,Closed,Rahul Joshi,0.95,14.34,5.0,East,Web,No
TCK108779,CUST18061,2024-06-10 04:20:07,Refund Request,Groceries,Medium,Closed,Pooja Desai,18.15,4.88,4.0,East,Web,No
TCK108548,CUST30739,2024-04-03 02:49:39,Technical Support,Furniture,Medium,Closed,Karan Verma,5.24,17.58,3.0,East,Email,No
TCK105185,CUST15784,2024-02-11 13:04:37,Feature Request,Fashion,High,Closed,Ananya Iyer,1.04,0.5,4.0,West,Web,No
TCK101462,CUST31078,2024-03-12 06:46:04,Payment Failure,Electronics,Low,Closed,Pooja Desai,0.19,1.94,4.0,North,Phone,No
TCK111374,CUST17843,2024-08-16 09:18:44,Account Access,Groceries,Critical,Closed,Sneha Reddy,0.36,12.2,3.0,South,Phone,No
TCK103221,CUST26249,2024-11-23 01:22:39,App Crash,Software/Subscription,Low,Resolved,Ananya Iyer,0.75,25.04,5.0,North,Phone,No
TCK111093,CUST43470,2024-03-08 04:18:13,Payment Failure,Mobile & Accessories,Low,Closed,Ishita Kapoor,1.54,8.8,4.0,West,Chat,No
TCK107171,CUST31273,2024-08-11 04:32:38,Login Problem,Software/Subscription,Low,Closed,Vikram Rao,1.28,2.54,4.0,East,Email,No
TCK107431,CUST24241,2024-03-13 01:00:23,Payment Failure,Furniture,Low,Closed,Manish Kumar,0.92,1.22,4.0,South,Web,No
TCK101752,CUST14903,2024-08-10 21:35:12,Feature Request,Furniture,Medium,Resolved,Sneha Reddy,0.1,18.84,3.0,West,Phone,No
TCK103977,CUST32963,2024-07-24 14:17:45,Delivery Delay,Software/Subscription,Medium,Closed,Arjun Malhotra,3.84,16.03,4.0,East,Email,No
TCK108354,CUST37087,2024-08-14 02:38:08,Payment Failure,Electronics,High,Closed,Priya Nair,0.34,5.21,4.0,West,Phone,Yes
TCK101773,CUST18523,2024-03-25 23:13:20,Technical Support,Furniture,Low,Closed,Pooja Desai,0.92,2.47,4.0,West,Chat,No
TCK102017,CUST15642,2024-08-07 21:15:59,Payment Failure,Home Appliances,High,Closed,Manish Kumar,2.75,4.46,3.0,North,Chat,Yes
TCK102006,CUST26583,2024-04-16 11:29:07,Feature Request,Electronics,Medium,Closed,Pooja Desai,1.35,4.25,4.0,Central,Chat,Yes
TCK103894,CUST18334,2024-03-30 15:24:30,Account Access,Electronics,Medium,Closed,Aditya Singh,0.91,13.43,5.0,West,Chat,No
TCK103238,CUST24739,2024-04-05 08:26:10,Refund Request,Fashion,Low,Closed,Arjun Malhotra,0.14,16.99,3.0,North,Phone,No
TCK104425,CUST48622,2024-01-21 08:32:43,Order Cancellation,Fashion,Low,In Progress,Vikram Rao,0.1,,,North,Email,No
TCK108589,CUST35542,2024-03-26 14:00:59,Order Cancellation,Mobile & Accessories,Critical,Closed,Sneha Reddy,0.72,3.1,2.0,Central,Chat,Yes
TCK102258,CUST18814,2024-05-04 22:06:44,App Crash,Fashion,Medium,Closed,Ananya Iyer,1.4,0.94,5.0,Central,Web,No
TCK104073,CUST37876,2024-10-13 12:55:32,Refund Request,Mobile & Accessories,Low,Resolved,Aarav Sharma,2.4,28.88,2.0,South,Email,No
TCK105575,CUST23972,2024-07-04 15:17:14,Feature Request,Home Appliances,High,Closed,Neha Gupta,0.1,5.69,3.0,West,Email,No
TCK111521,CUST18924,2024-02-17 01:44:05,Feature Request,Fashion,High,Closed,Divya Menon,0.1,0.5,4.0,North,Phone,No
TCK105356,CUST41994,2024-06-09 05:31:41,Billing Issue,Groceries,Medium,Closed,Aarav Sharma,3.24,9.28,4.0,South,Web,No
TCK108419,CUST21034,2024-04-02 07:11:06,Payment Failure,Mobile & Accessories,Medium,Closed,Aditya Singh,6.57,16.68,4.0,East,Chat,No
TCK106094,CUST43326,2024-12-28 21:26:39,Order Cancellation,Software/Subscription,Medium,Resolved,Rohan Mehta,0.54,8.23,4.0,East,Chat,No
TCK107936,CUST37793,2024-08-09 19:04:05,App Crash,Mobile & Accessories,High,Closed,Ishita Kapoor,1.47,13.83,4.0,South,Chat,No
TCK111598,CUST25893,2024-10-08 20:20:00,Billing Issue,Furniture,Critical,Closed,Arjun Malhotra,0.79,0.53,2.0,East,Chat,Yes
TCK101520,CUST23802,2024-11-25 08:35:05,App Crash,Fashion,Low,Resolved,Manish Kumar,5.02,5.55,5.0,North,Web,No
TCK111953,CUST44924,2024-11-14 13:19:39,Delivery Delay,Mobile & Accessories,Low,Resolved,Manish Kumar,0.69,33.05,4.0,North,Web,No
TCK101379,CUST12765,2024-07-11 14:24:32,Delivery Delay,Electronics,Low,Resolved,Divya Menon,1.07,9.49,4.0,South,Email,No
TCK105673,CUST21617,2024-07-08 20:30:58,Account Access,Books & Media,Medium,Resolved,Vikram Rao,7.79,6.38,5.0,West,Web,No
TCK102588,CUST42234,2024-12-26 08:03:13,Account Access,Fashion,High,Resolved,Aditya Singh,0.21,6.51,4.0,West,Phone,No
TCK111833,CUST24249,2024-09-21 22:20:19,Product Defect,Furniture,High,Closed,Ishita Kapoor,8.91,4.2,4.0,South,Email,No
TCK105622,CUST37989,2024-12-27 09:26:55,Order Cancellation,Mobile & Accessories,Medium,Resolved,Priya Nair,3.37,0.84,3.0,South,Chat,No
TCK111455,CUST32866,2024-03-31 21:15:51,Order Cancellation,Furniture,Low,Closed,Rohan Mehta,0.66,26.15,4.0,Central,Chat,No
TCK111865,CUST12968,2024-06-14 08:04:01,Order Cancellation,Groceries,Low,Closed,Aditya Singh,1.17,6.94,4.0,West,Email,No
TCK105843,CUST28841,2024-05-11 17:07:40,Delivery Delay,Books & Media,High,Open,Karan Verma,0.3,,,North,Chat,No
TCK107123,CUST16626,2024-09-16 02:09:32,Login Problem,Electronics,Low,Closed,Arjun Malhotra,1.14,54.5,2.0,Central,Web,No
TCK105833,CUST23422,2024-03-13 07:12:00,Payment Failure,Electronics,Low,In Progress,Rohan Mehta,0.39,,,East,Phone,No
TCK104889,CUST48020,2024-11-03 06:56:20,Account Access,Books & Media,High,Resolved,Manish Kumar,0.46,9.8,3.0,East,Chat,No
TCK105905,CUST17335,2024-08-12 05:06:42,Login Problem,Furniture,Low,Resolved,Ananya Iyer,0.4,15.52,4.0,,Phone,No
TCK100523,CUST34395,2024-09-23 12:38:32,Feature Request,Home Appliances,Medium,Closed,Ananya Iyer,4.06,2.68,5.0,Central,Email,No
TCK108044,CUST27351,2024-09-14 05:00:58,Delivery Delay,Groceries,Critical,Closed,Rahul Joshi,2.97,8.92,3.0,North,Web,No
TCK103608,CUST47623,2024-07-23 23:18:14,Account Access,Groceries,Medium,Resolved,Aditya Singh,3.28,22.71,4.0,East,Chat,No
TCK100235,CUST22336,2024-05-04 20:50:47,Warranty Claim,Books & Media,Medium,Closed,Rohan Mehta,9.58,15.72,4.0,Central,Email,No
TCK103797,CUST29652,2024-06-22 16:24:44,Product Defect,Furniture,High,Closed,Ananya Iyer,0.1,15.88,4.0,South,Email,No
TCK106319,CUST21094,2024-06-16 21:25:24,Payment Failure,Fashion,High,Closed,Rohan Mehta,1.06,8.22,4.0,North,Phone,Yes
TCK107095,CUST42117,2024-12-01 02:58:37,Refund Request,Mobile & Accessories,Medium,Resolved,Rahul Joshi,0.1,16.9,3.0,North,Email,No
TCK101949,CUST18392,2024-10-27 11:14:12,Payment Failure,Books & Media,Critical,Resolved,Aditya Singh,7.23,2.86,5.0,Central,Web,No
TCK106362,CUST26739,2024-12-08 15:03:42,App Crash,Groceries,Low,Resolved,Pooja Desai,2.73,2.03,5.0,South,Email,No
TCK111391,CUST30468,2024-04-16 09:38:14,Warranty Claim,Books & Media,Low,Closed,Rohan Mehta,0.3,1.07,4.0,North,Chat,No
TCK106092,CUST35837,2024-10-27 12:49:06,Billing Issue,Fashion,Low,Open,Sneha Reddy,2.51,,,South,Web,No
TCK111404,CUST20563,2024-06-28 03:38:24,Billing Issue,Furniture,Low,Resolved,Aarav Sharma,0.1,13.27,3.0,North,Phone,No
TCK102225,CUST17394,2024-08-31 11:06:57,Payment Failure,Furniture,Low,Closed,Rohan Mehta,1.21,64.25,3.0,Central,Email,No
TCK105572,CUST16646,2024-08-21 01:55:14,Account Access,Home Appliances,Low,Closed,Ananya Iyer,0.44,6.1,4.0,South,Chat,No
TCK104524,CUST43675,2024-09-22 00:50:42,Payment Failure,Books & Media,Medium,Open,Neha Gupta,5.21,,,North,Web,No
TCK105794,CUST34210,2024-11-22 16:43:46,Delivery Delay,Mobile & Accessories,Medium,In Progress,Rohan Mehta,0.32,,,North,Phone,No
TCK110646,CUST21407,2024-03-13 18:58:15,Billing Issue,Mobile & Accessories,High,Resolved,Pooja Desai,0.13,1.72,3.0,East,Chat,No
TCK105739,CUST43690,2024-01-23 10:19:20,Warranty Claim,Electronics,Low,Closed,Priya Nair,0.51,49.99,2.0,South,Email,No
TCK102625,CUST46199,2024-04-21 16:13:36,Login Problem,Fashion,Medium,Closed,Vikram Rao,1.37,34.15,2.0,West,Web,No
TCK104729,CUST36352,2024-03-07 05:10:04,Feature Request,Furniture,Medium,Closed,Ananya Iyer,0.79,27.1,,Central,Phone,No
TCK107819,CUST35072,2024-11-14 01:13:51,Product Defect,Software/Subscription,Medium,Closed,Neha Gupta,0.61,13.47,2.0,Central,Web,No
TCK105225,CUST17063,2024-08-01 23:48:25,Warranty Claim,Fashion,Low,Resolved,Priya Nair,1.82,4.05,4.0,Central,Email,No
TCK111043,CUST24894,2024-02-11 21:37:03,Login Problem,Home Appliances,Low,Closed,Neha Gupta,0.42,13.73,4.0,South,Phone,No
TCK109034,CUST47127,2024-10-11 06:03:15,Account Access,Electronics,Critical,Closed,Priya Nair,0.29,5.61,5.0,Central,Phone,Yes
TCK102438,CUST11467,2024-04-25 12:37:14,Billing Issue,Home Appliances,Critical,Closed,Rohan Mehta,1.28,3.24,4.0,East,Chat,Yes
TCK106057,CUST28901,2024-04-05 04:08:03,Product Defect,Fashion,Low,Closed,Pooja Desai,2.45,28.74,3.0,North,Chat,No
TCK106353,CUST11966,2024-12-13 07:17:31,Warranty Claim,Fashion,Medium,Closed,Vikram Rao,1.27,19.18,4.0,Central,Phone,No
TCK103168,CUST13245,2024-12-27 11:13:18,Technical Support,Groceries,Medium,Open,Manish Kumar,0.12,,,North,Chat,No
TCK101810,CUST33241,2024-04-06 14:19:03,Feature Request,Furniture,High,Closed,Aditya Singh,1.23,26.69,4.0,West,Web,No
TCK109819,CUST11827,2024-10-04 10:51:35,Billing Issue,Software/Subscription,Low,Closed,Manish Kumar,1.33,32.23,2.0,Central,Chat,No
TCK107162,CUST14629,2024-10-28 07:44:59,Payment Failure,Software/Subscription,Medium,Closed,Rahul Joshi,4.81,18.22,4.0,North,Email,No
TCK105087,CUST38989,2024-02-11 09:44:35,Warranty Claim,Furniture,Low,Closed,Aarav Sharma,0.25,38.86,4.0,North,Chat,No
TCK109773,CUST39931,2024-04-18 00:40:15,Login Problem,Furniture,Low,Resolved,Ishita Kapoor,0.1,41.69,3.0,East,Phone,No
TCK107017,CUST36200,2024-06-08 15:38:43,Warranty Claim,Fashion,High,Closed,Pooja Desai,0.12,10.09,5.0,West,Email,No
TCK109464,CUST18497,2024-12-01 08:47:50,Login Problem,Electronics,Medium,In Progress,Sneha Reddy,0.54,,,West,Phone,No
TCK104946,CUST19790,2024-08-07 11:07:58,Payment Failure,Electronics,High,Closed,Ananya Iyer,0.41,8.65,5.0,East,Email,No
TCK106047,CUST29701,2024-11-15 21:40:45,Payment Failure,Electronics,Critical,Closed,Ananya Iyer,3.09,11.31,3.0,East,Chat,No
TCK111215,CUST24639,2024-09-28 15:35:37,Delivery Delay,Furniture,Low,Resolved,Priya Nair,4.9,20.2,5.0,North,Email,No
TCK106920,CUST42889,2024-03-20 07:10:32,Account Access,Home Appliances,High,Resolved,Neha Gupta,1.4,5.42,4.0,West,Web,Yes
TCK105591,CUST26820,2024-01-15 19:30:01,Order Cancellation,Fashion,Medium,Resolved,Aditya Singh,1.41,11.17,4.0,East,Phone,No
TCK107227,CUST19409,2024-06-02 05:42:19,Order Cancellation,Books & Media,Medium,Resolved,Ananya Iyer,3.93,42.37,4.0,West,Email,No
TCK101229,CUST48941,2024-09-12 13:03:47,Billing Issue,Groceries,Low,Closed,Rahul Joshi,0.19,46.56,3.0,North,Phone,No
TCK109352,CUST36711,2024-10-28 23:20:41,Delivery Delay,Books & Media,Medium,Closed,Aarav Sharma,0.1,1.27,4.0,North,Phone,No
TCK106847,CUST11291,2024-03-01 19:39:18,Login Problem,Fashion,Medium,Resolved,Arjun Malhotra,0.95,6.51,4.0,West,Email,No
TCK108245,CUST41347,2024-11-19 05:38:50,Login Problem,Home Appliances,Critical,Closed,Manish Kumar,11.97,0.5,5.0,East,Email,Yes
TCK106556,CUST30299,2024-01-07 11:36:35,Feature Request,Fashion,Medium,Closed,Ananya Iyer,0.74,4.47,4.0,Central,Phone,No
TCK100160,CUST16451,2024-10-22 07:09:33,Feature Request,Home Appliances,Low,Closed,Rohan Mehta,0.1,1.4,5.0,West,Phone,No
TCK101590,CUST16754,2024-09-29 07:08:40,App Crash,Mobile & Accessories,Low,Resolved,Pooja Desai,1.3,111.85,1.0,South,Email,No
TCK111926,CUST43309,2024-10-28 05:36:17,Technical Support,Home Appliances,Critical,Closed,Aarav Sharma,2.67,0.75,4.0,West,Email,No
TCK111494,CUST46552,2024-01-31 10:57:57,Payment Failure,Fashion,Medium,Closed,Ishita Kapoor,2.03,5.17,5.0,North,Web,No
TCK111472,CUST11700,2024-08-15 10:32:43,Refund Request,Furniture,Low,Closed,Rahul Joshi,0.2,39.01,3.0,West,Chat,No
TCK111307,CUST35483,2024-10-24 12:57:06,Order Cancellation,Furniture,Medium,Closed,Divya Menon,0.1,23.48,3.0,Central,Chat,No
TCK106688,CUST26741,2024-04-09 03:16:46,Order Cancellation,Home Appliances,Medium,Resolved,Divya Menon,0.15,0.68,4.0,East,Chat,No
TCK111320,CUST44941,2024-08-16 13:50:30,Feature Request,Electronics,Medium,Closed,Rohan Mehta,0.25,10.1,5.0,Central,Web,No
TCK109143,CUST48225,2024-03-31 09:08:14,Billing Issue,Furniture,Low,Resolved,Ananya Iyer,1.69,1.04,5.0,Central,Email,No
TCK107481,CUST38407,2024-11-25 02:00:26,Payment Failure,Electronics,Medium,Resolved,Ananya Iyer,0.1,3.96,2.0,East,Chat,Yes
TCK111218,CUST45889,2024-11-22 01:39:25,App Crash,Home Appliances,Critical,Closed,Rahul Joshi,0.65,10.51,4.0,West,Chat,No
TCK101557,CUST13143,2024-03-07 07:28:52,Technical Support,Furniture,High,Closed,Sneha Reddy,3.39,14.42,5.0,South,Email,No
TCK102829,CUST13466,2024-04-01 20:24:35,Payment Failure,Fashion,Medium,Closed,Pooja Desai,0.16,24.54,5.0,East,Phone,No
TCK100437,CUST39651,2024-05-03 20:27:06,Login Problem,Software/Subscription,Medium,Closed,Arjun Malhotra,0.78,0.5,2.0,North,Chat,No
TCK105790,CUST16126,2024-08-31 00:23:12,App Crash,Books & Media,Low,Closed,Ishita Kapoor,0.13,11.78,4.0,Central,Chat,No
TCK109897,CUST16531,2024-08-04 04:00:40,Refund Request,Groceries,High,Closed,Ananya Iyer,3.44,4.04,4.0,North,Email,Yes
TCK101589,CUST27270,2024-09-29 05:22:52,Delivery Delay,Furniture,Low,Resolved,Neha Gupta,9.13,7.16,5.0,South,Email,No
TCK107399,CUST22613,2024-04-20 11:14:48,Payment Failure,Books & Media,High,Closed,Priya Nair,0.1,26.49,4.0,,Phone,Yes
TCK102781,CUST46341,2024-01-02 22:13:16,Order Cancellation,Books & Media,Critical,Open,Sneha Reddy,0.16,,,South,Phone,Yes
TCK110878,CUST20385,2024-08-27 23:14:04,Warranty Claim,Mobile & Accessories,Medium,Closed,Pooja Desai,0.4,0.53,4.0,East,Web,No
TCK105687,CUST12396,2024-08-14 19:35:06,Feature Request,Furniture,Medium,Resolved,Aarav Sharma,0.51,1.44,,North,Phone,No
TCK103966,CUST44793,2024-12-10 12:21:57,Feature Request,Home Appliances,Critical,Closed,Karan Verma,6.3,8.86,4.0,West,Web,No
TCK104728,CUST18253,2024-02-29 00:13:46,Feature Request,Home Appliances,High,Resolved,Sneha Reddy,2.01,32.46,2.0,West,Web,No
TCK101239,CUST32396,2024-06-29 00:21:53,Feature Request,Fashion,Medium,Closed,Manish Kumar,1.62,63.29,2.0,South,Chat,No
TCK102952,CUST18541,2024-03-23 08:06:02,Billing Issue,Software/Subscription,Medium,Closed,Manish Kumar,0.54,24.64,4.0,North,Chat,No
TCK108862,CUST27018,2024-01-25 21:33:41,Product Defect,Software/Subscription,Medium,Closed,Rahul Joshi,1.48,38.78,4.0,North,Web,No
TCK109381,CUST11841,2024-08-10 18:59:08,Refund Request,Books & Media,Critical,Resolved,Ishita Kapoor,7.54,10.8,4.0,Central,Email,No
TCK101498,CUST26288,2024-05-23 02:00:55,Payment Failure,Books & Media,Low,Closed,Aditya Singh,0.78,32.76,4.0,Central,Phone,No
TCK106466,CUST29534,2024-01-05 21:13:29,App Crash,Books & Media,Low,Closed,Ananya Iyer,0.73,12.22,5.0,Central,Email,No
TCK107356,CUST24191,2024-01-28 06:43:26,Feature Request,Electronics,Medium,Closed,Divya Menon,0.22,38.03,5.0,West,Phone,No
TCK107824,CUST43406,2024-04-04 01:55:27,Warranty Claim,Books & Media,Low,Resolved,Ishita Kapoor,0.23,51.01,3.0,Central,Phone,Yes
TCK107548,CUST23468,2024-10-31 20:02:28,Refund Request,Furniture,Critical,Closed,Rahul Joshi,0.14,0.72,3.0,East,Phone,Yes
TCK107914,CUST21564,2024-09-04 11:11:11,Product Defect,Software/Subscription,Low,Closed,Rohan Mehta,9.41,20.92,3.0,East,Email,No
TCK110375,CUST32114,2024-08-26 05:04:03,Payment Failure,Home Appliances,Low,Closed,Karan Verma,2.26,2.56,5.0,South,Chat,No
TCK105186,CUST24647,2024-01-08 02:46:05,App Crash,Software/Subscription,High,In Progress,Neha Gupta,0.1,,,East,Email,No
TCK105648,CUST18574,2024-02-14 21:30:13,Technical Support,Mobile & Accessories,Low,Closed,Ananya Iyer,0.15,1.4,5.0,West,Phone,No
TCK111820,CUST33029,2024-03-15 05:18:47,Warranty Claim,Fashion,Low,Closed,Aditya Singh,1.76,10.24,4.0,West,Email,No
TCK105243,CUST34767,2024-10-31 03:55:18,Feature Request,Mobile & Accessories,High,Closed,Aarav Sharma,0.34,0.57,5.0,North,Phone,No
TCK102131,CUST21569,2024-05-07 15:08:28,Order Cancellation,Books & Media,Medium,Closed,Karan Verma,3.56,30.76,3.0,Central,Web,No
TCK102093,CUST15961,2024-05-23 19:24:29,Billing Issue,Furniture,Medium,Closed,Vikram Rao,1.02,35.86,3.0,Central,Chat,No
TCK105410,CUST44269,2024-11-13 23:41:47,Billing Issue,Electronics,Low,Resolved,Neha Gupta,0.56,22.58,3.0,Central,Web,No
TCK100188,CUST31856,2024-04-04 14:13:35,Product Defect,Fashion,Low,Closed,Pooja Desai,0.1,39.8,3.0,North,Phone,No
TCK107939,CUST10170,2024-11-21 14:22:05,Feature Request,Mobile & Accessories,Medium,Closed,Divya Menon,0.79,6.95,5.0,West,Chat,No
TCK103656,CUST34799,2024-07-31 16:46:57,Product Defect,Home Appliances,Critical,Closed,Priya Nair,0.65,11.5,4.0,South,Phone,Yes
TCK103427,CUST46425,2024-12-11 11:04:14,Delivery Delay,Furniture,Medium,Resolved,Ishita Kapoor,2.3,26.76,3.0,South,Web,No
TCK109310,CUST16505,2024-05-18 20:17:10,Refund Request,Books & Media,Low,Resolved,Vikram Rao,0.2,13.42,4.0,Central,Phone,No
TCK101382,CUST19332,2024-04-22 20:21:59,Payment Failure,Fashion,Low,Closed,Manish Kumar,0.31,4.76,4.0,Central,Chat,No
TCK109479,CUST41052,2024-02-03 09:49:32,Payment Failure,Books & Media,Medium,Resolved,Priya Nair,0.69,0.61,,North,Email,Yes
TCK108606,CUST27641,2024-01-24 22:07:07,Billing Issue,Groceries,Medium,Closed,Neha Gupta,0.1,6.7,4.0,Central,Phone,No
TCK107428,CUST46282,2024-07-15 04:59:36,Warranty Claim,Fashion,Low,Resolved,Rahul Joshi,0.24,7.55,5.0,West,Phone,No
TCK105038,CUST13895,2024-01-11 16:17:27,Billing Issue,Home Appliances,Medium,Resolved,Ishita Kapoor,4.32,18.63,3.0,East,Email,No
TCK104898,CUST39878,2024-02-28 21:57:10,Product Defect,Furniture,High,Closed,Ishita Kapoor,4.15,3.53,4.0,Central,Web,No
TCK103176,CUST41909,2024-08-09 03:08:28,Warranty Claim,Electronics,High,Closed,Aditya Singh,1.28,14.06,5.0,North,Email,No
TCK109677,CUST23712,2024-10-06 02:21:55,Billing Issue,Fashion,Medium,Closed,Rohan Mehta,1.22,2.02,3.0,South,Chat,No
TCK108449,CUST18918,2024-05-31 08:20:44,Payment Failure,Fashion,Medium,Closed,Divya Menon,1.36,0.66,4.0,South,Email,No
TCK111996,CUST32601,2024-07-22 19:12:37,App Crash,Furniture,High,Closed,Karan Verma,0.1,0.5,5.0,West,Phone,No
TCK109619,CUST17706,2024-07-03 19:21:09,Delivery Delay,Fashion,Medium,Closed,Rahul Joshi,0.6,15.48,5.0,West,Web,No
TCK102236,CUST40195,2024-08-10 15:57:43,Order Cancellation,Electronics,Critical,Resolved,Pooja Desai,0.63,14.36,4.0,West,Web,No
TCK108069,CUST47380,2024-05-14 04:54:25,Billing Issue,Mobile & Accessories,Low,In Progress,Arjun Malhotra,1.07,,,East,Chat,No
TCK104237,CUST34150,2024-07-09 15:08:31,Account Access,Software/Subscription,Medium,Closed,Ishita Kapoor,0.1,16.97,4.0,West,Phone,No
TCK109009,CUST23046,2024-03-22 00:22:53,Billing Issue,Fashion,Critical,Closed,Priya Nair,2.56,5.4,3.0,Central,Web,Yes
TCK109290,CUST16852,2024-07-21 20:16:31,App Crash,Electronics,Medium,Closed,Rahul Joshi,6.4,6.92,4.0,East,Web,No
TCK100025,CUST17331,2024-12-26 19:49:36,Technical Support,Software/Subscription,Medium,In Progress,Aarav Sharma,7.7,,,South,Email,No
TCK103364,CUST26928,2024-11-12 22:16:28,Payment Failure,Mobile & Accessories,Low,Resolved,Aarav Sharma,5.66,16.48,,South,Email,No
TCK101089,CUST19527,2024-06-26 21:14:56,Technical Support,Mobile & Accessories,Medium,Resolved,Divya Menon,0.11,24.27,3.0,North,Phone,No
TCK108734,CUST46876,2024-08-27 14:00:47,Warranty Claim,Mobile & Accessories,Low,Resolved,Sneha Reddy,2.6,21.17,3.0,West,Email,No
TCK111088,CUST18140,2024-11-16 20:54:24,Feature Request,Electronics,Critical,Closed,Sneha Reddy,2.87,5.61,4.0,North,Email,No
TCK102842,CUST20434,2024-02-03 11:20:27,Account Access,Groceries,Medium,Closed,Arjun Malhotra,0.23,0.5,4.0,North,Phone,No
TCK107538,CUST15419,2024-06-07 17:59:53,Payment Failure,Groceries,Medium,Closed,Priya Nair,12.31,4.19,4.0,North,Email,No
TCK107471,CUST35874,2024-05-20 21:06:25,App Crash,Books & Media,Low,Resolved,Divya Menon,0.79,9.64,4.0,South,Chat,No
TCK111289,CUST20949,2024-05-24 11:27:10,Feature Request,Books & Media,Medium,Closed,Karan Verma,1.86,13.68,5.0,North,Chat,No
TCK104153,CUST41530,2024-02-24 15:14:59,Product Defect,Fashion,Low,Closed,Aarav Sharma,0.41,8.54,4.0,Central,Chat,No
TCK100696,CUST49751,2024-02-03 14:17:13,Refund Request,Books & Media,Critical,Resolved,Aditya Singh,0.56,3.94,3.0,West,Chat,No
TCK111116,CUST22758,2024-05-30 22:07:16,Feature Request,Electronics,High,Closed,Ananya Iyer,1.24,9.4,3.0,West,Chat,No
TCK106338,CUST20716,2024-12-13 06:52:01,Refund Request,Electronics,Low,Resolved,Divya Menon,0.27,7.66,4.0,West,Phone,No
TCK101228,CUST40161,2024-11-18 14:40:40,App Crash,Books & Media,Low,Resolved,Rahul Joshi,4.7,119.16,1.0,West,Email,No
TCK102000,CUST38943,2024-07-09 08:00:09,App Crash,Software/Subscription,High,Closed,Vikram Rao,0.53,4.69,3.0,North,Phone,No
TCK100277,CUST33105,2024-08-26 18:49:52,Account Access,Software/Subscription,Critical,Resolved,Priya Nair,3.88,20.15,4.0,North,Email,No
TCK105930,CUST17446,2024-03-24 03:48:59,Product Defect,Fashion,Medium,Resolved,Neha Gupta,0.37,0.5,4.0,East,Phone,No
TCK102954,CUST20613,2024-07-05 03:29:51,Delivery Delay,Books & Media,Low,Closed,Aarav Sharma,1.36,8.45,5.0,East,Chat,No
TCK103638,CUST46802,2024-04-04 02:25:37,Order Cancellation,Mobile & Accessories,High,Closed,Priya Nair,0.1,20.6,4.0,West,Chat,Yes
TCK103907,CUST29496,2024-01-20 06:57:40,Feature Request,Books & Media,Medium,Closed,Rohan Mehta,0.32,3.13,4.0,West,Web,No
TCK104779,CUST43171,2024-01-14 01:02:41,Refund Request,Electronics,Medium,Closed,Ishita Kapoor,0.1,7.56,4.0,South,Chat,No
TCK105846,CUST36950,2024-05-16 11:11:32,Account Access,Electronics,Low,Resolved,Ishita Kapoor,3.2,2.06,4.0,South,Email,No
